100532;51023
100533;51024
100534;51025
100535;51115
100536;51116
100537;51117
100538;51118
100539;51119
100540;51120
100541;51121
100542;51207
100543;51208
100544;51209
100545;51210
100546;51211
100547;51212
100549;51304
100550;51305
100551;51306
100552;51307
100553;51308
100554;51309
100555;83996
100556;51397
100557;51398
100558;83997
100559;51399
100562;51400
100563;51401
100564;51486
100565;51487
100566;51488
100567;51489
100568;51490
100569;51491
010057;4571
100570;51579
100571;51580
100572;51581
100573;51582
100575;51583
100576;51584
100577;51674
100578;51675
100579;51676
100580;51677
100581;51678
100582;51679
100583;51680
100584;51763
100585;51764
100587;51765
100588;51766
100589;51767
010059;4572
100590;51844
100591;51845
100593;51846
100594;51847
100595;51848
100596;51849
100597;51925
100598;51926
100599;51927
100600;51928
100601;51929
100602;51930
100603;51931
100604;52015
100606;52016
100607;52017
100608;52018
100609;52019
100610;50669
100611;50670
100612;50671
100613;50672
100614;50673
100615;50674
100616;50675
100618;50755
100619;50756
010062;4573
100620;50757
100621;50758
100623;50759
100624;50846
100625;50847
100626;50848
100627;50849
100628;50850
100629;50851
100630;50936
100631;50937
100632;50938
100633;50939
100634;50940
100635;50941
100636;50942
100637;51026
100638;51027
100639;51028
100640;51029
100641;51030
100642;51031
100643;51032
100644;51122
100645;51123
100646;51124
100647;51125
100648;51126
100649;51127
100650;51213
100651;51214
100652;51215
100653;51216
100654;51217
100655;51218
100656;51219
100657;51310
100658;51311
100659;51312
100660;51313
100661;51314
100662;51315
100663;51316
100664;51402
100665;51403
100666;51404
100667;51405
100668;88002
100669;51406
100670;51492
100671;51493
100673;51494
100678;51585
100679;51586
100681;51587
100682;51588
100683;51589
100684;51681
100686;51682
100687;51683
100688;51684
100689;51685
100693;51768
100694;51769
100695;51770
100696;51771
100697;51850
100698;51851
100699;51852
001007;507
010070;4589
100700;51853
100701;51854
100703;51855
100704;51932
100705;51933
100706;51934
100707;51935
100708;51936
100709;51937
010071;4590
100710;52020
100711;52021
100712;52022
100716;52023
100717;50676
100718;50677
100726;50760
100727;50761
100728;50762
100729;50763
100730;50852
100731;50853
100732;50854
100733;50855
100734;50856
100735;50857
100736;50858
100737;50943
100738;50944
100739;50945
100740;50946
100741;50947
100743;50948
100744;51033
100745;51034
100747;51035
100748;51036
100749;51037
010075;4591
100750;51128
100751;51129
100752;51130
100754;51131
100755;51132
100756;51133
100757;51220
100758;51221
100759;51222
100760;51223
100761;51224
100762;51225
100763;51226
100764;51317
100765;51318
100766;51319
100767;51320
100768;51321
100770;87000
100771;51407
100772;51408
100773;51409
100775;51410
100776;51411
100777;51495
100778;51496
100779;51497
100780;51498
100781;51499
100783;51500
100784;51590
100785;51591
100786;51592
100787;51593
100788;51594
100789;51595
010079;4603
100790;51686
100791;51687
100792;51688
100793;51689
100794;51690
100796;51691
100797;51772
001008;508
010080;4604
100800;51773
100801;51774
100802;51775
100803;51776
100804;51856
100807;51857
100809;51858
100810;51938
100811;51939
100812;51940
100813;51941
100816;51942
100817;52024
100818;52025
100819;52026
010082;4605
100820;52027
100823;52028
100826;50678
100827;50679
100828;50680
100829;50681
100830;50764
100831;50765
100832;50766
100833;50767
100834;50768
100835;50769
100836;50770
100837;50859
100838;50860
100839;50861
010084;4617
100840;50862
100841;50863
100842;50864
100843;50865
100844;50949
100845;50950
100846;50951
100847;50952
100848;50953
100849;50954
100850;51038
100852;51039
100853;51040
100854;51041
100855;51042
100856;51043
100857;51134
100858;51135
100859;51136
100860;51137
100861;51138
100862;51139
100863;51140
100865;51227
100867;51228
100868;51229
100869;51230
010087;4618
100870;51322
100871;51323
100873;51324
100875;51325
100876;51326
100877;51412
100878;51413
100879;51414
100880;51415
100881;51416
100882;51417
100883;51418
100884;51501
100885;51502
100886;51503
100887;51504
100888;51505
100889;51506
100890;51596
100891;51597
100892;51598
100893;51599
100894;51600
100895;51601
100896;51602
100897;51692
100898;51693
100899;51694
001009;509
100900;51695
100901;51696
100902;51697
100905;51777
100906;51778
100908;51779
100909;51780
100910;51859
100911;51860
100912;51861
100913;51862
100915;51863
100916;51864
100917;51865
100919;51943
100920;51944
100921;51945
100922;51946
100923;51947
100924;51948
100925;51949
100926;52029
100927;52030
100928;52031
100929;52032
100930;52033
100932;50682
100934;50683
100935;50684
100936;50685
100938;50686
100939;50771
100940;50772
100941;50773
100942;50774
100943;50775
100946;50866
100947;50867
100948;50868
100949;50869
100950;85006
100951;50870
100952;50955
100953;50956
100954;50957
100955;50958
100956;50959
100957;50960
100958;50961
100959;51044
100960;51045
100961;51046
100962;51047
100963;51048
100964;51049
100965;51050
100966;51141
100967;51142
100968;51143
100969;51144
100970;51145
100971;51146
100972;51231
100973;51232
100974;51233
100975;51234
100976;51235
100977;51236
100978;51237
100979;51327
010098;4468
100980;51328
100981;51329
100982;51330
100983;51331
100984;51332
100985;51333
100986;51419
100987;51420
100988;51421
100989;51422
010099;4469
100990;51423
100991;51424
100992;51507
100993;51508
100994;51509
100995;51510
100996;51511
100997;51512
100998;51513
100999;51603
000101;83
001010;510
010100;4470
101000;51604
101001;51605
101002;51606
101003;51607
101004;51608
101005;51609
101006;51698
101007;51699
101008;51700
101009;51701
101010;51702
101011;51703
101012;51781
101013;51782
101014;51783
101015;51784
101016;51785
101017;51786
101018;51787
101019;51866
010102;4471
101020;51867
101021;51868
101022;51869
101023;51870
101024;51871
101025;51872
101026;51950
101027;51951
101028;51952
101029;51953
010103;4481
101030;51954
101031;51955
101032;52034
101033;52035
101034;52036
101035;52037
101036;52038
101037;52039
101038;52040
101039;50687
101040;50688
101041;83998
101042;50689
101043;50690
101045;50691
101046;50692
101047;50776
101048;50777
101049;50778
101050;50779
101051;50780
101052;50781
101053;50871
101054;50872
101055;50873
101056;50874
101057;50875
101058;50876
101059;50877
010106;4482
101060;50962
101061;50963
101062;50964
101063;50965
101064;50966
101065;50967
101066;50968
101067;51051
101068;51052
101069;51053
101070;51054
101071;51055
101072;51056
101073;51147
101074;51148
101075;51149
101076;51150
101077;51151
101078;51152
101079;51153
101080;51238
101081;51239
101082;51240
101083;51241
101084;51242
101085;51243
101086;51244
101087;51334
101088;51335
101089;51336
101090;51337
101091;51338
101092;51339
101093;51425
101094;51426
101095;51427
101096;51428
101097;51429
101098;51430
101099;51431
001011;511
010110;4492
101100;51514
101101;51515
101102;51516
101103;51517
101104;51518
101105;51519
101106;51520
101107;51610
101108;51611
101109;51612
010111;4493
101110;51613
101111;51614
101112;51615
101113;51704
101114;51705
101115;51706
101116;51707
101117;51708
101118;51709
101119;51710
010112;4494
101120;51788
101121;51789
101122;51790
101123;51791
101124;51792
101125;51793
101126;51794
101127;51873
101128;51874
101131;51875
101132;51876
101133;51956
101134;51957
101135;51958
101136;51959
101137;51960
101138;51961
101139;51962
010114;4495
101140;52041
101141;52042
101142;52043
101143;52044
101144;52045
101145;52046
101147;50693
101148;50694
101149;50695
101150;50696
101155;50782
101156;50783
101158;50784
101159;50785
101160;50878
101161;50879
101162;50880
101166;50881
101167;50969
101168;50970
101169;50971
101171;50972
101172;50973
101173;51057
101174;51058
101175;51059
101176;51060
101177;51061
101179;51062
010118;4658
101180;51154
101183;51155
101186;51156
101187;51245
101188;51246
101189;51247
101190;51248
101191;51249
101192;51250
101193;51340
101194;51341
101195;51342
101196;51343
101197;51344
101198;51345
101199;51346
101200;51432
101204;51433
101205;51434
101206;51435
101210;51521
101211;51522
101212;51523
101214;51616
101215;51617
101216;51618
101217;51619
101218;51620
101219;51621
101220;51711
101221;51712
101222;51713
101223;51714
101224;51715
101225;51716
101226;51717
101227;51795
101228;51796
101229;51797
101230;51798
101231;51799
101232;51800
101233;51877
101234;51878
101235;51879
101236;51880
101237;51881
101238;51882
101239;51883
010124;4664
101240;51963
101242;51964
101243;51965
101244;51966
101245;51967
101246;51968
101247;52047
101248;52048
101249;52049
101250;52050
101251;52051
101252;52052
101253;50697
101254;50698
101255;50699
101257;50700
101258;50701
101259;50702
101260;50786
101261;50787
101262;50788
101263;50789
101264;50790
101265;50791
101266;50792
101268;50882
101269;50883
101270;50884
101271;50885
101272;50886
101273;50974
101274;50975
101275;50976
101276;50977
101277;50978
101278;50979
101280;51063
101281;51064
101282;51065
101283;51066
101284;51067
101285;51068
101286;51069
101287;51157
101288;51158
101289;51159
101290;51160
101291;51161
101292;51162
101293;51251
101294;51252
101295;51253
101296;51254
101297;51255
101298;51256
101299;51257
001013;512
101300;51347
101301;51348
101302;51349
101303;51350
101304;51351
101305;51352
101306;51353
101307;51436
101308;51437
101309;51438
101317;51524
101318;51525
101319;51526
010132;4671
101320;87511
101321;51622
101322;51623
101323;51624
101324;51625
101325;51626
101326;51627
101327;51718
101328;51719
101329;51720
010133;4672
101330;51721
101331;51722
101332;51723
101333;51801
101334;51802
101335;51803
101336;51804
101337;51805
010134;4673
101340;51884
101341;51885
101342;51886
101343;51887
101344;51888
101346;51889
101347;51969
101348;51970
101349;51971
101350;51972
101351;51973
101352;51974
101353;52053
101354;52054
101355;52055
101356;52056
101357;52057
101358;52058
101359;52059
101360;50703
101361;50704
101362;50705
101363;50706
101364;50707
101365;50708
101366;50709
101370;50793
101371;50794
101372;50795
101374;83999
101375;87020
101376;84000
101377;84001
101378;84002
101379;50887
101380;50888
101381;50889
101382;50890
101383;50891
101384;50892
101385;50980
101386;50981
101387;50982
101388;50983
101390;50984
101391;50985
101392;51070
101393;51071
101394;51072
101397;51073
001014;520
010140;4681
101400;51163
101401;51164
101402;51165
101403;51166
101404;51167
101405;51258
101406;51259
101407;51260
101408;51261
101409;51262
101410;51263
101411;51264
101412;51354
101413;51355
101414;51356
101415;51357
101416;51358
101417;51359
101418;51439
101419;51440
101420;51441
101421;51442
101422;51443
101423;51444
101424;51445
101425;51527
101426;51528
101427;51529
101428;51530
101429;51531
101430;51532
101431;51533
101433;51628
101434;51629
101435;51630
101436;51631
101437;51632
101438;51724
101439;51725
101440;51726
101441;51727
101442;51728
101443;51729
101444;51730
101445;51806
101446;51807
101447;51808
010145;4692
101452;51890
101453;51891
101454;51892
101456;51893
101457;51894
101458;51975
101459;51976
101460;51977
101461;51978
101462;51979
101463;51980
101464;51981
101465;52060
101467;52061
101468;52062
101469;52063
101470;52064
101475;50710
101476;50711
101477;50712
101478;50796
101479;50797
101482;50798
101483;50799
101484;50800
101485;50893
101487;50894
101492;50986
101497;50987
101498;51074
101499;51075
001015;521
101501;51076
101502;51077
101503;51078
101505;51168
101508;51169
101509;51170
101511;51171
101513;51265
101514;51266
101515;51267
101519;84003
101522;51360
101523;51361
101525;51362
101528;51446
101529;51447
010153;4702
101531;51448
101532;51449
101535;51534
101536;51535
101537;51536
101538;51537
101539;51633
010154;4703
101540;51634
101541;51635
101542;51636
101543;51637
101544;51638
101545;51639
101547;51731
101548;51732
101549;51733
101551;51734
101552;51735
101553;51809
101554;51810
101555;51811
101556;51812
101557;51813
101558;51814
101559;51895
101560;51896
101562;51897
101563;51898
101564;51899
101566;51982
101567;51983
101568;51984
101569;51985
101570;51986
101571;51987
101572;51988
101573;52065
101574;52066
101575;52067
101576;52068
101577;52069
101578;52070
101579;50713
101580;50714
101581;50715
101582;50716
101583;50717
101585;50718
101586;50801
101587;50802
101588;50803
101589;50804
101590;50805
101591;50806
101592;50807
101593;50895
101594;50896
101595;50897
101597;50898
101598;50899
101599;50988
010160;4712
101607;51079
101608;51080
101611;51081
101612;51082
101613;51172
101614;51173
101615;51174
101616;51175
101617;51176
101618;51177
101619;51268
101620;51269
101621;51270
101622;51271
101623;51272
101624;51273
101625;51274
101626;51363
101627;51364
101629;51365
101630;51366
101631;51367
101632;51368
101633;51450
101634;51451
101635;51452
101636;51453
101637;51454
101638;51455
101639;51538
101640;51539
101641;51540
101642;51541
101643;51542
101644;51543
101645;51544
101646;51640
101647;51641
101650;51642
101652;51643
101653;51736
101654;51737
101655;51738
101657;51739
101660;51815
101661;51816
101662;51817
101663;51818
101664;51819
101665;51820
101666;51900
101667;51901
101668;51902
101669;51903
101670;51904
101671;51905
101672;51906
101673;51989
101674;51990
101675;51991
101676;51992
101677;51993
101678;51994
101679;52071
010168;4725
101680;52072
101683;52073
101684;52074
101685;52075
101686;52076
101687;50719
101688;50720
101689;50721
101690;50722
101691;50723
101692;50724
101693;50725
101694;50808
101695;50989
101696;50990
101697;50991
101698;50992
101699;50993
010170;4736
101700;50994
101701;51083
101702;51084
101703;51085
101704;51086
101705;51087
101706;51088
101707;51089
101708;50809
101709;50810
010171;4737
101710;50811
101711;50812
101712;50813
101713;50814
101714;50900
101715;50901
101716;50902
101717;50903
101718;50904
101719;50905
101720;50394
101721;50395
101722;50396
101723;50397
101724;50398
101725;50399
101726;50460
101727;50461
101728;50462
101729;50463
010173;4738
101730;50464
101731;50465
101732;50527
101733;50528
101734;50529
101735;50530
101736;50531
101737;50532
101738;50533
101739;50579
101740;50580
101742;50581
101743;50582
101744;50583
101745;50584
101746;50633
101747;50634
101748;50635
101749;50636
010175;4739
101750;50637
101751;50638
101752;49741
101753;49742
101754;49743
101755;49744
101756;49745
101757;49746
101758;49747
101759;49794
101760;49795
101761;49796
101763;49797
101765;49798
010177;4749
101774;49930
101775;49931
101776;49932
101777;49933
101778;49934
101779;49976
010178;4750
101780;49977
101781;49978
101782;49979
101784;49980
101785;49981
101786;50035
101787;50036
101788;50037
101789;50038
101790;50039
101791;50040
101792;50095
101793;50096
101794;50097
101795;50098
101796;50099
101797;50100
101798;50101
101799;50162
001018;522
101800;50163
101801;50164
101802;50165
101803;50166
101804;50167
101805;50168
101806;50219
101807;50220
101808;50221
101809;50222
010181;4751
101810;50223
101811;50224
101812;50273
101813;50274
101814;50275
101815;50276
101816;50277
101817;50278
101818;50279
101819;50334
101820;50335
101821;50336
101822;50337
101823;50338
101824;50339
101825;50340
101826;50400
101827;50401
101828;50402
101829;50403
101830;50404
101831;50405
101832;50466
101833;50467
101834;50468
101835;50469
101836;50470
101837;50471
101838;50472
101839;50534
101840;50535
101841;50536
101842;50537
101843;50538
101845;50539
101846;50585
101847;50586
101848;50587
101849;50588
101850;50589
101851;50590
101852;50639
101853;50640
101854;50641
101855;50642
101856;50643
101857;50644
101858;50645
101859;49748
101860;49749
101861;49750
101862;49751
101863;49752
101864;49753
101865;49754
101866;49799
101867;49800
101868;49801
101869;49802
101870;49803
101871;49804
101872;49868
101873;49869
101874;49870
101875;49871
101876;49872
101877;49873
101878;49874
101879;49935
101880;49936
101881;49937
101882;49938
101883;87021
101884;49939
101885;49940
101886;49982
101887;49983
101888;49984
101890;49985
101891;49986
101893;50041
101894;50042
101895;50043
101896;50044
101897;50045
101898;50046
101899;50102
001019;523
010190;4626
101900;50103
101901;50104
101902;50105
101903;50106
101904;50107
101905;50108
101906;50169
101907;50170
101908;50171
101909;50172
101910;50173
101911;50174
101912;50225
101913;50226
101914;50227
101915;50228
101916;50229
101917;50230
101918;50231
101919;50280
101920;50281
101921;50282
101922;50283
101923;50284
101924;50285
101925;50286
101926;50341
101927;50342
101928;50343
101929;50344
101930;50345
101931;50346
101932;50406
101933;50407
101934;50408
101935;50409
101936;50410
101937;50411
101939;50473
101940;50474
101941;50475
101943;50476
101944;50477
101945;50478
101946;50540
101948;84004
010195;4627
101950;50541
101951;50542
101952;50543
101953;50591
101954;50592
101955;50593
101957;84005
101958;50594
101959;50595
101960;50596
101961;50646
101962;50647
101964;50648
101965;50649
101966;50650
101967;50651
101972;88521
101973;49755
101974;49805
101975;49806
101976;49807
101977;49808
101978;49809
101979;49810
101980;49811
101981;49875
101983;49876
101984;49877
101985;49878
101986;49879
101987;49880
101988;49941
101989;49942
010199;4635
101990;49943
101991;49944
101992;49945
101993;49946
101994;49987
101995;49988
101998;49989
101999;90996
000102;84
102000;49990
102001;50047
102002;91250
102003;50048
102004;50049
102005;50050
102006;50051
102009;50109
102010;50110
102011;50111
102012;50112
102013;50113
102014;50175
102015;50176
102016;50177
102017;50178
102018;50179
102019;50180
010202;4636
102020;50181
102021;50232
102022;50233
102023;50234
102024;50235
102025;50236
102026;50237
102027;50238
102028;50287
102029;50288
102030;50289
102031;50290
102032;50291
102034;50347
102035;50348
102036;50349
102037;50350
102038;50351
102039;50352
102040;50353
102041;50412
102042;50413
102043;50414
102044;50415
102045;50416
102046;50417
102048;50479
102049;50480
102050;50481
102051;50482
102052;50483
102053;50484
102054;50544
102055;50545
102056;50546
102057;50547
102058;50548
102059;50549
102060;50550
102061;50597
102062;50598
102063;50599
102064;50600
102065;50601
102066;50602
102067;50603
102068;50652
102070;50653
102071;50654
102072;50655
102073;50656
102074;49756
102075;49757
102076;49758
102077;49759
102078;49760
102079;49761
102081;49887
102083;49888
102084;49889
102085;49890
102086;91251
102087;49891
102088;49947
102089;49948
102090;49949
102091;49950
102092;49951
102093;49952
102094;49953
102096;49954
102097;49955
102099;49956
001021;537
102100;49957
102101;49991
102102;49992
102103;49993
102104;49994
102105;49995
102106;49996
102107;49997
102108;49998
102109;49999
102110;50000
102111;50001
102112;50002
102113;50003
102114;50052
102115;50053
102116;50054
102117;50055
102118;50056
102119;50057
010212;4651
102120;50058
102121;50114
102122;50115
102123;50116
102124;50117
102125;50118
102126;50119
102127;50120
102128;50182
102129;50183
102130;50184
102131;50185
102132;50186
102133;50187
102134;50239
102135;50240
102136;50241
102137;50242
102138;50243
102139;50244
102140;50245
102141;50292
102142;50293
102143;50294
102144;50295
102145;50296
102146;50297
102147;50298
102148;50354
102149;50355
102150;50356
102151;50357
102152;50358
102153;50359
102154;50418
102155;50419
102156;50420
102157;50421
102158;50422
102159;50423
102160;50424
102161;50485
102162;50486
102163;50487
102164;50488
102165;50489
102166;50490
102167;50491
102168;50551
102169;50552
102170;50553
102171;50554
102172;50555
102173;50556
102174;50604
102176;84006
102177;50605
102181;50606
102182;50657
102183;50658
102184;50659
102185;50660
102187;50661
102188;50662
102189;49762
102190;49763
102191;49764
102192;49765
102193;49766
102194;49767
102195;49812
102196;49813
102197;49814
102198;49815
102199;49816
001022;538
102200;49817
102201;49818
102202;49819
102203;49820
102204;49821
102205;49822
102206;49823
102207;49824
102208;49825
102209;49881
102210;49882
102211;49883
102212;49884
102213;49885
102214;49886
102215;58711
102216;58712
102217;58713
102218;58714
102219;58715
010222;4659
102220;58716
102221;58717
102222;58806
102223;58807
102224;58808
102225;58809
102226;58810
102227;58811
102228;58812
102229;58904
102230;58905
102231;58906
102232;58907
102233;58908
102234;58909
102235;59007
102236;59008
102237;59009
102238;59010
102239;59011
010224;4665
102240;59012
102241;59013
102242;59110
102243;59111
102244;59112
102245;59113
102246;59114
102247;59115
102248;59116
102249;59208
102250;59209
102251;59210
102253;59211
102254;59212
102255;59299
102256;59300
102257;59301
102258;59302
102259;59303
010226;4666
102260;59304
102261;59305
102262;59397
102263;59398
102264;59399
102265;59400
102266;59401
102267;59402
102268;59403
102269;59485
102270;59486
102271;59487
102272;59488
102273;59489
102275;59581
102276;59582
102277;59583
102278;59584
102279;59585
010228;4667
102280;59586
102281;59587
102282;59679
102283;59680
102284;59681
102286;59682
102287;59683
102288;59684
102289;58258
102290;58259
102291;58260
102292;58261
102293;58262
102294;58263
102295;58354
102296;58355
102297;58356
102298;58357
102299;58358
102300;58359
102301;58360
102302;58451
102303;58452
102304;58453
102305;58454
102306;58455
102307;58456
102308;58457
102309;58538
102310;58539
102311;58540
102312;58541
102313;58542
102314;58543
102315;58628
102316;58629
102317;58630
102318;58631
102319;58632
010232;4674
102320;58633
102321;58634
102322;58718
102323;58719
102325;58720
102326;58721
102327;58722
102328;58723
102330;58813
102331;58814
102332;58815
102333;58816
102334;58817
102335;58910
102336;58911
102337;58912
102338;58913
102339;58914
102340;58915
102341;58916
102342;59014
102343;59015
102344;59016
102345;59017
102346;59018
102347;59019
102348;59020
102349;59117
102350;59118
102351;59119
102352;59120
102353;59121
102354;59122
102355;59213
102356;59214
102357;59215
102358;59216
102359;59217
010236;4682
102360;59218
102362;59306
102363;59307
102364;59308
102365;59309
102366;59310
102367;59311
102368;59312
102369;59404
102370;59405
102371;59406
102372;59407
102373;59408
102374;59409
102375;59490
102376;59491
102377;59492
102378;59493
102379;59494
102380;59495
102381;59496
102382;59588
102383;59589
102384;59590
102385;59591
102386;59592
102387;59593
102388;59594
102389;59685
102390;59686
102391;59687
102392;59688
102393;59689
102394;59690
102395;58264
102396;58265
001024;539
102400;58266
102401;58267
102402;58361
102403;58362
102404;58363
102405;58364
102407;58365
102408;58366
102409;58458
010241;4683
102410;58459
102411;58460
102412;58461
102413;58462
102414;58463
102415;58544
102416;58545
102417;58546
102418;58547
102419;58548
010242;4684
102420;58549
102421;58550
102422;58635
102423;58636
102424;58637
102425;58638
102426;58639
102427;58640
102428;58641
102429;58724
010243;4693
102432;58725
102433;58726
102434;58727
102435;58818
102436;58819
102437;58820
102438;58821
102439;58822
010244;4694
102440;58823
102441;58824
102442;58917
102443;58918
102444;58919
102445;58920
102446;58921
102447;58922
102448;58923
102449;59021
102450;59022
102452;59023
102453;59024
102454;59025
102455;59123
102456;59124
102457;59125
102458;59126
102459;59127
010246;4695
102462;59219
102465;59220
102466;59221
102467;59222
102469;59313
010247;4696
102470;59314
102471;59315
102472;59316
102473;59317
102474;59318
102475;59410
102476;59411
102478;59412
102481;59413
102485;59497
102486;59498
102487;59499
102488;59500
102489;59595
102490;59596
102491;59597
102492;59598
102493;59599
102494;59600
102495;59691
102496;59692
102497;59693
102498;59694
102499;59695
102500;59696
102502;58268
102503;58269
102504;58270
102505;58271
102506;58272
102507;58273
102512;58367
102513;58368
102514;58369
102516;58464
102517;58465
102518;58466
102519;58467
102520;58468
102521;58469
102522;58551
102523;58552
102524;58553
102527;58554
102528;58555
102529;58642
102531;58643
102532;58644
102533;58645
102535;58728
102536;58729
102537;58730
102538;58731
102539;58732
102540;58733
102541;58734
102542;58825
102543;58826
102544;58827
102545;58828
102546;58829
102547;58830
102548;58831
102549;58924
010255;4704
102550;58925
102551;58926
102552;58927
102553;58928
102554;58929
102556;59026
102557;59027
102558;59028
102559;59029
010256;4713
102560;59030
102561;59031
102562;59128
102563;59129
102564;59130
102565;59131
102567;59132
102575;59319
102576;59320
102577;59321
102578;59322
102579;59323
010258;4714
102580;59324
102582;59414
102584;59415
102586;59416
102588;59417
